link,time,tweet,topic_idx,topic,similarity,writer,reader1,reader2,reader3,avg_readers,averages,russell
https://x.com/kerasand/status/1807688857191956921,2024-07-01T08:13:03+00:00,期日前投票に行ってきた。蓮舫に入れた。 都民の皆さん、選挙に行きましょう。 それぞれが思う人に投票すればいい。とくにいないならば、選ばれてほしくない人以外に投票すればいい。人が誰に投票しようと自由だ。あたりまえだ,4,選挙妨害対策,0.43014216,"{'joy': '1.18', 'sadness': '0.21', 'anticipation': '1.91', 'surprise': '1.32', 'anger': '0.28', 'fear': '0.00', 'disgust': '0.17', 'trust': '1.62'}","{'joy': '1.66', 'sadness': '0.00', 'anticipation': '1.86', 'surprise': '1.08', 'anger': '0.40', 'fear': '0.00', 'disgust': '0.29', 'trust': '1.70'}","{'joy': '1.66', 'sadness': '0.00', 'anticipation': '1.86', 'surprise': '1.08', 'anger': '0.40', 'fear': '0.00', 'disgust': '0.29', 'trust': '1.70'}","{'joy': '1.66', 'sadness': '0.00', 'anticipation': '1.86', 'surprise': '1.08', 'anger': '0.40', 'fear': '0.00', 'disgust': '0.29', 'trust': '1.70'}","{'joy': '1.66', 'sadness': '0.00', 'anticipation': '1.86', 'surprise': '1.08', 'anger': '0.40', 'fear': '0.00', 'disgust': '0.29', 'trust': '1.70'}","{'joy': 1.56, 'sadness': 0.04, 'anticipation': 1.87, 'surprise': 1.13, 'anger': 0.38, 'fear': 0.0, 'disgust': 0.27, 'trust': 1.68}","{'arousal': 0.5304473304473305, 'valance': 0.2896103896103896}"
https://x.com/renho_sha/status/1880721517895676222,2025-01-18T20:58:46+00:00,100兆円を超える予算案の中身精査は国会における行政監視の最も重い審議です。 基金に丸投げ、不要不急な内容、政官業癒着の是非などを問うてまっとうな税金の使い道に正す必要があります。 読む政治「国民民主は与党」玉木氏の予算発言に批判手柄争い野党に溝,8,税の偏在是正措置,0.41747212,"{'joy': '0.45', 'sadness': '0.92', 'anticipation': '0.81', 'surprise': '1.14', 'anger': '0.70', 'fear': '0.27', 'disgust': '0.81', 'trust': '0.78'}","{'joy': '0.35', 'sadness': '0.87', 'anticipation': '0.66', 'surprise': '0.96', 'anger': '1.16', 'fear': '0.40', 'disgust': '1.10', 'trust': '0.77'}","{'joy': '0.35', 'sadness': '0.87', 'anticipation': '0.66', 'surprise': '0.96', 'anger': '1.16', 'fear': '0.40', 'disgust': '1.10', 'trust': '0.77'}","{'joy': '0.35', 'sadness': '0.87', 'anticipation': '0.66', 'surprise': '0.96', 'anger': '1.16', 'fear': '0.40', 'disgust': '1.10', 'trust': '0.77'}","{'joy': '0.35', 'sadness': '0.87', 'anticipation': '0.66', 'surprise': '0.96', 'anger': '1.16', 'fear': '0.40', 'disgust': '1.10', 'trust': '0.77'}","{'joy': 0.37, 'sadness': 0.88, 'anticipation': 0.69, 'surprise': 1.0, 'anger': 1.07, 'fear': 0.37, 'disgust': 1.04, 'trust': 0.77}","{'arousal': 0.4951534733441034, 'valance': -0.25072697899838453}"
https://x.com/renho_sha/status/1927106694598762748,2025-05-26T20:56:54+00:00,法案を束ね国会審議を軽視し、与党の数の力で強行採決を重ね、国会の反対が強い場合は閣議決定のみで押し通す自公の手法を終わらせる大きな第一歩です。 党首討論で野党第一党、立憲民主党の野田佳彦代表が強く迫った問題が解決へ。 自公が棚上げした年金拡充策を盛り込む修正へ。これで将来低年金になる見込みの世代への支援になります。 財源はと問う自民大臣経験者に言いたいのは、財源なきまま、かつ野党の理解なきまま強硬に進めた防衛増税をまず反省してほしいのです。国会の熟議を経て与党と野党第一党で真摯に議論をした上の与野党合意。成案を得た場合には与野党それぞれが国民にきちんと説明する年金底上げ策は、国会の役割を果たしているということ。 衆議院での与党過半数割れは、これまでの国会の在り方を変えました。 やまのい和則 26 年金法案、自公と立憲が修正に大筋合意消えた「底上げ案」が復活 毎日新聞,4,選挙妨害対策,0.41674745,"{'joy': '1.08', 'sadness': '0.37', 'anticipation': '2.10', 'surprise': '1.14', 'anger': '0.35', 'fear': '0.09', 'disgust': '0.19', 'trust': '1.47'}","{'joy': '0.75', 'sadness': '0.46', 'anticipation': '1.98', 'surprise': '0.81', 'anger': '0.71', 'fear': '0.24', 'disgust': '0.38', 'trust': '1.55'}","{'joy': '0.75', 'sadness': '0.46', 'anticipation': '1.98', 'surprise': '0.81', 'anger': '0.71', 'fear': '0.24', 'disgust': '0.38', 'trust': '1.55'}","{'joy': '0.75', 'sadness': '0.46', 'anticipation': '1.98', 'surprise': '0.81', 'anger': '0.71', 'fear': '0.24', 'disgust': '0.38', 'trust': '1.55'}","{'joy': '0.75', 'sadness': '0.46', 'anticipation': '1.98', 'surprise': '0.81', 'anger': '0.71', 'fear': '0.24', 'disgust': '0.38', 'trust': '1.55'}","{'joy': 0.82, 'sadness': 0.44, 'anticipation': 2.0, 'surprise': 0.88, 'anger': 0.64, 'fear': 0.21, 'disgust': 0.34, 'trust': 1.53}","{'arousal': 0.5037900874635569, 'valance': 0.11588921282798832}"
https://x.com/renho_sha/status/1883728400873075140,2025-01-27T04:07:03+00:00,「極論と極端なポブュリズムが横行している。 今こそ民主主義の底力を発揮さないといけません。」 衆議院本会議。 野田佳彦・立憲民主党代表による石破総理に対する質問が始まりました。 蓮舫れんほう 27 来週から国会論戦が本格化します。 まずは衆議院予算委員会。 私は世耕弘成さんに質問しましたが、昨春の政治倫理審査会での裏金疑惑議員の弁明と旧安倍派会計責任者の裁判証言が違っています。嘘をついてるのは誰か。政治とカネ一掃。旧安倍派会計責任者を参考人招致し事実を聞かなければいけません,4,選挙妨害対策,0.41320807,"{'joy': '1.18', 'sadness': '0.47', 'anticipation': '1.98', 'surprise': '1.32', 'anger': '0.48', 'fear': '0.38', 'disgust': '0.52', 'trust': '1.51'}","{'joy': '0.93', 'sadness': '0.37', 'anticipation': '1.59', 'surprise': '1.11', 'anger': '0.52', 'fear': '0.21', 'disgust': '0.59', 'trust': '1.60'}","{'joy': '0.93', 'sadness': '0.37', 'anticipation': '1.59', 'surprise': '1.11', 'anger': '0.52', 'fear': '0.21', 'disgust': '0.59', 'trust': '1.60'}","{'joy': '0.93', 'sadness': '0.37', 'anticipation': '1.59', 'surprise': '1.11', 'anger': '0.52', 'fear': '0.21', 'disgust': '0.59', 'trust': '1.60'}","{'joy': '0.93', 'sadness': '0.37', 'anticipation': '1.59', 'surprise': '1.11', 'anger': '0.52', 'fear': '0.21', 'disgust': '0.59', 'trust': '1.60'}","{'joy': 0.98, 'sadness': 0.39, 'anticipation': 1.67, 'surprise': 1.15, 'anger': 0.51, 'fear': 0.24, 'disgust': 0.58, 'trust': 1.58}","{'arousal': 0.5067605633802817, 'valance': 0.1128169014084507}"
https://x.com/ishikawakoji/status/1808817435539353817,2024-07-04T10:57:37+00:00,期日前投票、ひらがな四文字の人へ。その人が特に好きというわけではないけど、とにかく現職は落とさねば東京危険。若い時は選挙行かなかったこともあったけど、それは「このままでもいーや」と思ってたから。今はヤバい緊急事態をヒシヒシ。「このままでもいーや」だとトンデモナイ明日になる危機感,4,選挙妨害対策,0.41228548,"{'joy': '0.43', 'sadness': '1.04', 'anticipation': '0.47', 'surprise': '0.84', 'anger': '0.40', 'fear': '1.74', 'disgust': '0.82', 'trust': '0.27'}","{'joy': '0.31', 'sadness': '1.05', 'anticipation': '0.66', 'surprise': '0.85', 'anger': '0.68', 'fear': '1.74', 'disgust': '1.15', 'trust': '0.53'}","{'joy': '0.31', 'sadness': '1.05', 'anticipation': '0.66', 'surprise': '0.85', 'anger': '0.68', 'fear': '1.74', 'disgust': '1.15', 'trust': '0.53'}","{'joy': '0.31', 'sadness': '1.05', 'anticipation': '0.66', 'surprise': '0.85', 'anger': '0.68', 'fear': '1.74', 'disgust': '1.15', 'trust': '0.53'}","{'joy': '0.31', 'sadness': '1.05', 'anticipation': '0.66', 'surprise': '0.85', 'anger': '0.68', 'fear': '1.74', 'disgust': '1.15', 'trust': '0.53'}","{'joy': 0.33, 'sadness': 1.05, 'anticipation': 0.62, 'surprise': 0.85, 'anger': 0.62, 'fear': 1.74, 'disgust': 1.08, 'trust': 0.48}","{'arousal': 0.49645494830132947, 'valance': -0.3737075332348597}"
https://x.com/renho_sha/status/1813804994401067058,2024-07-18T05:16:24+00:00,終わらない政治とカネ。 あれだけ、スポーツで魅了した方が政界に入ってこのような不祥事になぜ陥ったのでしょう。 政治に金がかかる、かければかけるほど有利な世界は世論と遠い。 堀井学衆院議員の国会事務所を捜索、公選法違反容疑自民は離党了承 # 堀井学衆院議員の国会事務所を捜索、公選法違反容疑自民は離党了承朝日新聞,4,選挙妨害対策,0.4098304,"{'joy': '0.46', 'sadness': '0.94', 'anticipation': '0.55', 'surprise': '1.43', 'anger': '0.46', 'fear': '0.51', 'disgust': '0.71', 'trust': '0.49'}","{'joy': '0.31', 'sadness': '0.95', 'anticipation': '0.34', 'surprise': '1.33', 'anger': '1.12', 'fear': '0.65', 'disgust': '1.40', 'trust': '0.51'}","{'joy': '0.31', 'sadness': '0.95', 'anticipation': '0.34', 'surprise': '1.33', 'anger': '1.12', 'fear': '0.65', 'disgust': '1.40', 'trust': '0.51'}","{'joy': '0.31', 'sadness': '0.95', 'anticipation': '0.34', 'surprise': '1.33', 'anger': '1.12', 'fear': '0.65', 'disgust': '1.40', 'trust': '0.51'}","{'joy': '0.31', 'sadness': '0.95', 'anticipation': '0.34', 'surprise': '1.33', 'anger': '1.12', 'fear': '0.65', 'disgust': '1.40', 'trust': '0.51'}","{'joy': 0.34, 'sadness': 0.95, 'anticipation': 0.38, 'surprise': 1.35, 'anger': 0.99, 'fear': 0.62, 'disgust': 1.26, 'trust': 0.51}","{'arousal': 0.5121875, 'valance': -0.3309375}"
https://x.com/renho_sha/status/1809152083570086358,2024-07-05T09:07:23+00:00,有楽町イトシア前で,19,築地の再開発,0.40939164,"{'joy': '0.60', 'sadness': '0.25', 'anticipation': '0.85', 'surprise': '0.73', 'anger': '0.21', 'fear': '0.17', 'disgust': '0.32', 'trust': '0.06'}","{'joy': '0.70', 'sadness': '0.20', 'anticipation': '0.64', 'surprise': '0.75', 'anger': '0.18', 'fear': '0.15', 'disgust': '0.41', 'trust': '0.29'}","{'joy': '0.70', 'sadness': '0.20', 'anticipation': '0.64', 'surprise': '0.75', 'anger': '0.18', 'fear': '0.15', 'disgust': '0.41', 'trust': '0.29'}","{'joy': '0.70', 'sadness': '0.20', 'anticipation': '0.64', 'surprise': '0.75', 'anger': '0.18', 'fear': '0.15', 'disgust': '0.41', 'trust': '0.29'}","{'joy': '0.70', 'sadness': '0.20', 'anticipation': '0.64', 'surprise': '0.75', 'anger': '0.18', 'fear': '0.15', 'disgust': '0.41', 'trust': '0.29'}","{'joy': 0.68, 'sadness': 0.21, 'anticipation': 0.68, 'surprise': 0.75, 'anger': 0.19, 'fear': 0.15, 'disgust': 0.39, 'trust': 0.24}","{'arousal': 0.566565349544073, 'valance': 0.029483282674772054}"
https://x.com/renho_sha/status/1890458987583127952,2025-02-14T17:52:00+00:00,本気の修正案 政府の前例踏襲で本当に必要な予算かどうかの精査が必要な事業に加え、基金に積んで規模を膨らます予算案は修正をし、物価高対策、生活支援にきちんと回す内容です。 できれば、この作業に関わりたかったと思う。 ワンイシューの政策提言も必要ですが予算案全体の見直しこそ国会の仕事。 野田よしひこ 55 14 物価高の現状を鑑み、税負担を減らす、国民の収入を増やす、働く人を支援する政策実現のために予算案の修正要求を立憲民主党としてまとめました。来週からは、政府の予算案と、我が出す修正案を見比べながらの審議に入り、実現をしていきたいと思います,7,少子化対策と高齢者福祉,0.4077739,"{'joy': '0.85', 'sadness': '0.51', 'anticipation': '1.78', 'surprise': '0.87', 'anger': '0.37', 'fear': '0.09', 'disgust': '0.23', 'trust': '1.16'}","{'joy': '0.83', 'sadness': '0.61', 'anticipation': '1.84', 'surprise': '0.75', 'anger': '0.64', 'fear': '0.39', 'disgust': '0.45', 'trust': '1.32'}","{'joy': '0.83', 'sadness': '0.61', 'anticipation': '1.84', 'surprise': '0.75', 'anger': '0.64', 'fear': '0.39', 'disgust': '0.45', 'trust': '1.32'}","{'joy': '0.83', 'sadness': '0.61', 'anticipation': '1.84', 'surprise': '0.75', 'anger': '0.64', 'fear': '0.39', 'disgust': '0.45', 'trust': '1.32'}","{'joy': '0.83', 'sadness': '0.61', 'anticipation': '1.84', 'surprise': '0.75', 'anger': '0.64', 'fear': '0.39', 'disgust': '0.45', 'trust': '1.32'}","{'joy': 0.83, 'sadness': 0.59, 'anticipation': 1.83, 'surprise': 0.77, 'anger': 0.59, 'fear': 0.33, 'disgust': 0.41, 'trust': 1.29}","{'arousal': 0.4975903614457831, 'valance': 0.06024096385542169}"
https://x.com/renho_sha/status/1900398002185134483,2025-03-14T04:06:06+00:00,会食のお土産が1人金券10万円。 ポケットマネーで違法性はないとの説明。 この総理に物価高の家計への負担増や不安定雇用で悩む人の想い、奨学金返済の重さはわからないでしょう。 高額療養費の自己負担引き上げも痛みがわからなかったから進めたのでしょう。 自民党と政治とカネ、正さないと,9,ふるさと納税制度の見直し,0.4052127,"{'joy': '0.83', 'sadness': '0.68', 'anticipation': '1.06', 'surprise': '1.55', 'anger': '0.38', 'fear': '0.42', 'disgust': '0.48', 'trust': '0.96'}","{'joy': '0.52', 'sadness': '0.85', 'anticipation': '0.78', 'surprise': '1.36', 'anger': '0.90', 'fear': '0.63', 'disgust': '0.89', 'trust': '0.82'}","{'joy': '0.52', 'sadness': '0.85', 'anticipation': '0.78', 'surprise': '1.36', 'anger': '0.90', 'fear': '0.63', 'disgust': '0.89', 'trust': '0.82'}","{'joy': '0.52', 'sadness': '0.85', 'anticipation': '0.78', 'surprise': '1.36', 'anger': '0.90', 'fear': '0.63', 'disgust': '0.89', 'trust': '0.82'}","{'joy': '0.52', 'sadness': '0.85', 'anticipation': '0.78', 'surprise': '1.36', 'anger': '0.90', 'fear': '0.63', 'disgust': '0.89', 'trust': '0.82'}","{'joy': 0.58, 'sadness': 0.82, 'anticipation': 0.84, 'surprise': 1.4, 'anger': 0.8, 'fear': 0.59, 'disgust': 0.81, 'trust': 0.85}","{'arousal': 0.5174887892376682, 'valance': -0.16218236173393127}"
https://x.com/renho_sha/status/1808006271850909815,2024-07-02T05:14:20+00:00,砂町銀座商店街を歩いてご挨拶。 そのあとに街宣車で江東区、墨田区を走っています,11,「臨海地下鉄」の新設計画,0.40092906,"{'joy': '1.11', 'sadness': '0.07', 'anticipation': '0.72', 'surprise': '1.16', 'anger': '0.02', 'fear': '0.27', 'disgust': '0.18', 'trust': '0.53'}","{'joy': '1.14', 'sadness': '0.06', 'anticipation': '0.99', 'surprise': '0.69', 'anger': '0.16', 'fear': '0.23', 'disgust': '0.24', 'trust': '0.84'}","{'joy': '1.14', 'sadness': '0.06', 'anticipation': '0.99', 'surprise': '0.69', 'anger': '0.16', 'fear': '0.23', 'disgust': '0.24', 'trust': '0.84'}","{'joy': '1.14', 'sadness': '0.06', 'anticipation': '0.99', 'surprise': '0.69', 'anger': '0.16', 'fear': '0.23', 'disgust': '0.24', 'trust': '0.84'}","{'joy': '1.14', 'sadness': '0.06', 'anticipation': '0.99', 'surprise': '0.69', 'anger': '0.16', 'fear': '0.23', 'disgust': '0.24', 'trust': '0.84'}","{'joy': 1.13, 'sadness': 0.06, 'anticipation': 0.94, 'surprise': 0.78, 'anger': 0.13, 'fear': 0.24, 'disgust': 0.23, 'trust': 0.78}","{'arousal': 0.548951048951049, 'valance': 0.22610722610722608}"
https://x.com/shirominnn/status/1808692157462818942,2024-07-04T02:39:48+00:00,この動画が響く人、かなりいると思う。こうゆうのをテレビで流してほしい。蓮舫さん以外の人に揺れてる方に「私、これ見て蓮舫さんがいいと思ったんだよね」って動画送ったりしたら見てくれる人いるかも 蓮舫蓮舫無双、炸裂！癒着政治の疑惑を徹底批判都知事選対談 . 蓮舫蓮舫無双、炸裂！癒着政治の疑惑を徹底批判都知事選対談 この動画の前編・後編はこちら前編,18,都職員のチャットGPT使用,0.39602178,"{'joy': '0.92', 'sadness': '0.20', 'anticipation': '1.99', 'surprise': '1.16', 'anger': '0.37', 'fear': '0.03', 'disgust': '0.31', 'trust': '1.17'}","{'joy': '0.76', 'sadness': '0.25', 'anticipation': '1.76', 'surprise': '0.82', 'anger': '0.38', 'fear': '0.23', 'disgust': '0.47', 'trust': '1.29'}","{'joy': '0.76', 'sadness': '0.25', 'anticipation': '1.76', 'surprise': '0.82', 'anger': '0.38', 'fear': '0.23', 'disgust': '0.47', 'trust': '1.29'}","{'joy': '0.76', 'sadness': '0.25', 'anticipation': '1.76', 'surprise': '0.82', 'anger': '0.38', 'fear': '0.23', 'disgust': '0.47', 'trust': '1.29'}","{'joy': '0.76', 'sadness': '0.25', 'anticipation': '1.76', 'surprise': '0.82', 'anger': '0.38', 'fear': '0.23', 'disgust': '0.47', 'trust': '1.29'}","{'joy': 0.79, 'sadness': 0.24, 'anticipation': 1.81, 'surprise': 0.89, 'anger': 0.38, 'fear': 0.19, 'disgust': 0.44, 'trust': 1.27}","{'arousal': 0.5168053244592345, 'valance': 0.1474209650582362}"
https://x.com/RyuichiYoneyama/status/1814277780416385390,2024-07-19T12:35:05+00:00,佐木俊尚氏、相変わらず、自民党のメディアへの介入は全無視、朝日新聞記者が蓮舫氏に対して謝ったと言う事実自体がなかった謝ったのは私に対して事も全無視で自分の間違いは一切訂正しない訳ですかね。この方、単に自民党大好きな応援団にすぎないので「識者」扱いする必要は、もうないでしょう,18,都職員のチャットGPT使用,0.39547074,"{'joy': '0.47', 'sadness': '0.75', 'anticipation': '0.62', 'surprise': '1.17', 'anger': '0.62', 'fear': '0.28', 'disgust': '0.77', 'trust': '0.69'}","{'joy': '0.35', 'sadness': '0.80', 'anticipation': '0.28', 'surprise': '1.16', 'anger': '1.38', 'fear': '0.28', 'disgust': '1.33', 'trust': '0.71'}","{'joy': '0.35', 'sadness': '0.80', 'anticipation': '0.28', 'surprise': '1.16', 'anger': '1.38', 'fear': '0.28', 'disgust': '1.33', 'trust': '0.71'}","{'joy': '0.35', 'sadness': '0.80', 'anticipation': '0.28', 'surprise': '1.16', 'anger': '1.38', 'fear': '0.28', 'disgust': '1.33', 'trust': '0.71'}","{'joy': '0.35', 'sadness': '0.80', 'anticipation': '0.28', 'surprise': '1.16', 'anger': '1.38', 'fear': '0.28', 'disgust': '1.33', 'trust': '0.71'}","{'joy': 0.37, 'sadness': 0.79, 'anticipation': 0.35, 'surprise': 1.16, 'anger': 1.23, 'fear': 0.28, 'disgust': 1.22, 'trust': 0.71}","{'arousal': 0.507037643207856, 'valance': -0.293126022913257}"
https://x.com/renho_sha/status/1884843894141305034,2025-01-30T05:59:37+00:00,議員でなければ国会、国政、政治に関しての発信ができないというのはどんな理屈でしょうか。 ちょっと意味不明です,4,選挙妨害対策,0.39487344,"{'joy': '0.10', 'sadness': '1.03', 'anticipation': '0.25', 'surprise': '0.76', 'anger': '0.54', 'fear': '0.50', 'disgust': '0.88', 'trust': '0.02'}","{'joy': '0.05', 'sadness': '0.79', 'anticipation': '0.14', 'surprise': '0.71', 'anger': '0.56', 'fear': '0.25', 'disgust': '0.62', 'trust': '0.16'}","{'joy': '0.05', 'sadness': '0.79', 'anticipation': '0.14', 'surprise': '0.71', 'anger': '0.56', 'fear': '0.25', 'disgust': '0.62', 'trust': '0.16'}","{'joy': '0.05', 'sadness': '0.79', 'anticipation': '0.14', 'surprise': '0.71', 'anger': '0.56', 'fear': '0.25', 'disgust': '0.62', 'trust': '0.16'}","{'joy': '0.05', 'sadness': '0.79', 'anticipation': '0.14', 'surprise': '0.71', 'anger': '0.56', 'fear': '0.25', 'disgust': '0.62', 'trust': '0.16'}","{'joy': 0.06, 'sadness': 0.84, 'anticipation': 0.16, 'surprise': 0.72, 'anger': 0.56, 'fear': 0.3, 'disgust': 0.67, 'trust': 0.13}","{'arousal': 0.4819767441860466, 'valance': -0.4563953488372094}"
https://x.com/momotro018/status/1808863402787590207,2024-07-04T14:00:16+00:00,蓮舫と小池百合子のここが真反対。 超重要なので長尺だが是非ご覧いただきたい。 絶対勝ってほしい、そしてこの公約を実現させてほしい。 政官業との癒着がない知事になって汚職利権中抜き天下りを廃止し都政をオープン化したらこんなワクワクする未来が待ってるのかと思うこと請け合い。#蓮舫勝たせる,4,選挙妨害対策,0.39456642,"{'joy': '0.84', 'sadness': '0.40', 'anticipation': '2.54', 'surprise': '0.77', 'anger': '0.31', 'fear': '0.00', 'disgust': '0.22', 'trust': '1.39'}","{'joy': '1.00', 'sadness': '0.30', 'anticipation': '2.27', 'surprise': '0.86', 'anger': '0.61', 'fear': '0.23', 'disgust': '0.35', 'trust': '1.68'}","{'joy': '1.00', 'sadness': '0.30', 'anticipation': '2.27', 'surprise': '0.86', 'anger': '0.61', 'fear': '0.23', 'disgust': '0.35', 'trust': '1.68'}","{'joy': '1.00', 'sadness': '0.30', 'anticipation': '2.27', 'surprise': '0.86', 'anger': '0.61', 'fear': '0.23', 'disgust': '0.35', 'trust': '1.68'}","{'joy': '1.00', 'sadness': '0.30', 'anticipation': '2.27', 'surprise': '0.86', 'anger': '0.61', 'fear': '0.23', 'disgust': '0.35', 'trust': '1.68'}","{'joy': 0.97, 'sadness': 0.32, 'anticipation': 2.32, 'surprise': 0.84, 'anger': 0.55, 'fear': 0.18, 'disgust': 0.32, 'trust': 1.62}","{'arousal': 0.5088483146067416, 'valance': 0.17359550561797749}"
https://x.com/renho_sha/status/1920281298930971010,2025-05-08T00:55:13+00:00,政治分野における男女共同参画推進法案は自民党も含めた超党派で合意、法案が実現する直前に自民党内の異論で反故になりました。その時の西田昌司さんの発言は「女性の社会進出で、社会全体が豊かになっているとは思えない」です。 私と安倍総理の党首討論でこの法案を実現させる道筋を作りましたが、男女共同参画社会への反発や歴史修正主義のこの方の思考は私には理解できません。 今夏、京都府民の皆さんの良識を。 辻野晃一郎 7 腹が立つので繰り返すが、この西田昌司という裏金議員は、ロクなのがいない自民党議員の中でも特にロクでもない。ひめゆりの塔に行ったのは何十年も前で国会議員になる前にただ1度切りの様子。それでいて歴史の捏造を推奨するような発言。沖縄の人たちを前によくこんなことが言えたもんだ,16,都庁の女性職員の割合,0.39170823,"{'joy': '0.45', 'sadness': '1.21', 'anticipation': '0.61', 'surprise': '1.26', 'anger': '0.34', 'fear': '0.29', 'disgust': '0.42', 'trust': '0.72'}","{'joy': '0.62', 'sadness': '1.11', 'anticipation': '0.72', 'surprise': '1.11', 'anger': '0.70', 'fear': '0.26', 'disgust': '0.56', 'trust': '0.99'}","{'joy': '0.62', 'sadness': '1.11', 'anticipation': '0.72', 'surprise': '1.11', 'anger': '0.70', 'fear': '0.26', 'disgust': '0.56', 'trust': '0.99'}","{'joy': '0.62', 'sadness': '1.11', 'anticipation': '0.72', 'surprise': '1.11', 'anger': '0.70', 'fear': '0.26', 'disgust': '0.56', 'trust': '0.99'}","{'joy': '0.62', 'sadness': '1.11', 'anticipation': '0.72', 'surprise': '1.11', 'anger': '0.70', 'fear': '0.26', 'disgust': '0.56', 'trust': '0.99'}","{'joy': 0.59, 'sadness': 1.13, 'anticipation': 0.7, 'surprise': 1.14, 'anger': 0.63, 'fear': 0.27, 'disgust': 0.53, 'trust': 0.94}","{'arousal': 0.4725126475548061, 'valance': -0.13271500843170322}"
https://x.com/renho_sha/status/1812503317366669452,2024-07-14T15:04:00+00:00,現職に挑戦した私の敗因を、現職を支持した貴女が評論ですか。 私は今回公契約を活用した労働条件改善を強く提案。若者の雇用環境改善も提案しました。 本来、労働者を守る連合が要求する内容でもあります。 組合離れはこういうトップの姿勢にもあるかもしれませんね。 「共産が前面に出すぎ票逃げた」連合・芳野会長蓮舫氏の敗因,16,都庁の女性職員の割合,0.39008236,"{'joy': '0.83', 'sadness': '0.85', 'anticipation': '1.08', 'surprise': '1.61', 'anger': '0.49', 'fear': '0.19', 'disgust': '0.63', 'trust': '1.30'}","{'joy': '0.33', 'sadness': '1.16', 'anticipation': '0.49', 'surprise': '1.33', 'anger': '1.01', 'fear': '0.34', 'disgust': '1.05', 'trust': '0.84'}","{'joy': '0.33', 'sadness': '1.16', 'anticipation': '0.49', 'surprise': '1.33', 'anger': '1.01', 'fear': '0.34', 'disgust': '1.05', 'trust': '0.84'}","{'joy': '0.33', 'sadness': '1.16', 'anticipation': '0.49', 'surprise': '1.33', 'anger': '1.01', 'fear': '0.34', 'disgust': '1.05', 'trust': '0.84'}","{'joy': '0.33', 'sadness': '1.16', 'anticipation': '0.49', 'surprise': '1.33', 'anger': '1.01', 'fear': '0.34', 'disgust': '1.05', 'trust': '0.84'}","{'joy': 0.43, 'sadness': 1.1, 'anticipation': 0.61, 'surprise': 1.39, 'anger': 0.91, 'fear': 0.31, 'disgust': 0.97, 'trust': 0.93}","{'arousal': 0.4876691729323308, 'valance': -0.2117293233082707}"
https://x.com/renho_sha/status/1912610540339491155,2025-04-16T20:54:22+00:00,"政治家への企業団体献金は平成の政治改革で禁止、政党への企業団体献金は税金で支える政党交付金を導入する代わりに5年後の見直しとなったが自民党は反故にし続け、経団連トップは自民党への献金を「社会貢献」と言う。 裏金に政治とカネ、政治への不信。 選挙前に繰り返される財源なきばら撒き政策や未だ使徒の見えない防衛増税に国債発行頼みの国家予算。 この物価高で確かに消費税の負担は重い。軽減して欲しいとの声も理解。が、1%で2.5兆円もの消費税が何に使われているのか、その財源を削った分に合わせ政策も削れるのか、他の財源で補填できるのかは見える形で議論して欲しい。 デンマークは高い税率の財源による社会保障と教育無償化で「安心」が目に見える。納税が必ず還元される仕組みです。 納税者に還元されているのか見えない日本国の予算を正していくこと、決算審議を予算に反映させる国会の役割強化が必要です。 駐日デンマーク大使館 5, 2018 デンマークでは消費税が25%、所得税も平均で40%ほどで税率は高いです法人税は22%なので低めです。それでどうやって暮らしているの？と聞かれることが多いのですが、保育・教育・医療・介護・年金・失業給付などは全て無料なので将来の不安がなく国民の幸福度は世界一なんですよ",9,ふるさと納税制度の見直し,0.38799483,"{'joy': '0.28', 'sadness': '0.94', 'anticipation': '0.52', 'surprise': '0.97', 'anger': '0.59', 'fear': '0.44', 'disgust': '0.78', 'trust': '0.37'}","{'joy': '0.26', 'sadness': '1.00', 'anticipation': '0.32', 'surprise': '1.04', 'anger': '1.27', 'fear': '0.48', 'disgust': '1.35', 'trust': '0.52'}","{'joy': '0.26', 'sadness': '1.00', 'anticipation': '0.32', 'surprise': '1.04', 'anger': '1.27', 'fear': '0.48', 'disgust': '1.35', 'trust': '0.52'}","{'joy': '0.26', 'sadness': '1.00', 'anticipation': '0.32', 'surprise': '1.04', 'anger': '1.27', 'fear': '0.48', 'disgust': '1.35', 'trust': '0.52'}","{'joy': '0.26', 'sadness': '1.00', 'anticipation': '0.32', 'surprise': '1.04', 'anger': '1.27', 'fear': '0.48', 'disgust': '1.35', 'trust': '0.52'}","{'joy': 0.26, 'sadness': 0.99, 'anticipation': 0.36, 'surprise': 1.03, 'anger': 1.13, 'fear': 0.47, 'disgust': 1.24, 'trust': 0.49}","{'arousal': 0.4961474036850921, 'valance': -0.37035175879396987}"
